Date,temperature_2m_max,temperature_2m_min,dbt,wbt,relative_humidity_2m_mean,wind_speed_10m_max,cloud_cover_mean,shortwave_radiation_sum,surface_pressure_mean,et0_fao_evapotranspiration,precipitation_sum,vapour_pressure_deficit_max,sunshine_duration
1986-08-27,33.6,26.5,29.7,26.6,79,7.3,95,20.8,1000.0,4.58,0.0,2.1,41710.06
1986-08-28,33.1,25.9,29.6,26.5,79,8.9,92,19.4,1001.2,4.35,0.6,1.89,37350.11
1986-08-29,32.3,26.4,28.8,26.4,83,12.7,99,15.74,1002.7,3.53,0.7,1.69,34208.9
1986-08-30,33.1,26.6,29.5,26.5,80,12.5,96,19.95,1001.8,4.59,0.0,1.88,41136.7
1986-08-31,32.0,27.2,28.9,26.7,85,9.4,98,12.91,1001.5,2.98,2.3,1.41,16340.16
1986-09-01,32.2,26.7,28.8,26.9,87,8.6,97,14.53,1003.2,3.27,4.2,1.44,22744.86
1986-09-02,34.0,26.5,29.9,27.2,82,12.4,71,22.32,1002.6,4.99,0.3,2.01,42696.75
1986-09-03,35.1,26.7,30.3,27.0,78,9.4,63,23.68,1000.5,5.39,0.7,2.63,43200.0
1986-09-04,34.6,26.5,29.7,26.8,81,8.8,96,21.31,999.9,4.76,0.4,2.34,39824.68
1986-09-05,32.8,26.2,29.1,26.7,83,7.2,99,19.06,999.7,4.13,0.2,1.56,43015.18
1986-09-06,31.2,26.4,28.9,26.5,84,7.9,99,14.39,999.8,3.21,6.5,1.38,23471.16
1986-09-07,33.0,26.1,28.4,26.5,86,8.2,90,16.13,998.5,3.5,9.9,1.79,29730.06
1986-09-08,31.8,25.8,27.9,26.1,87,10.0,99,15.67,997.9,3.37,15.1,1.4,32807.53
1986-09-09,30.4,26.0,27.2,25.5,87,10.0,98,11.88,998.7,2.65,11.6,1.15,20916.58
1986-09-10,29.0,25.2,26.8,25.5,90,18.0,100,9.28,1000.1,2.11,11.9,0.77,13906.85
1986-09-11,29.7,25.2,26.6,25.1,89,21.1,99,11.57,1003.0,2.59,12.0,0.95,24711.12
1986-09-12,28.8,25.2,26.5,25.0,89,17.4,91,11.29,1004.9,2.49,12.4,0.79,28189.14
1986-09-13,29.9,24.7,26.6,24.9,88,20.5,89,13.89,1005.1,2.97,5.0,1.18,37866.56
1986-09-14,30.3,24.5,26.7,25.1,88,16.6,95,14.39,1005.5,3.05,7.6,1.18,33236.06
1986-09-15,31.5,25.8,28.0,26.0,85,14.8,78,18.49,1005.7,3.93,2.7,1.4,42770.67
1986-09-16,30.4,25.3,27.1,25.4,88,12.4,81,13.11,1006.2,2.83,11.3,1.13,33407.85
1986-09-17,31.7,25.3,27.5,25.8,88,9.4,83,16.88,1006.2,3.59,4.7,1.51,37647.68
1986-09-18,32.7,24.9,27.9,25.9,86,7.2,77,16.97,1005.7,3.64,3.8,1.82,38710.62
1986-09-19,32.9,24.2,28.4,25.3,79,8.0,33,21.85,1005.2,4.72,0.0,2.3,43200.0
1986-09-20,32.1,25.1,28.4,25.8,82,7.3,38,19.87,1004.4,4.26,0.6,1.73,41307.07
1986-09-21,31.5,25.3,27.1,25.3,87,12.0,37,16.37,1005.6,3.46,8.2,1.57,41663.17
1986-09-22,28.9,24.6,26.1,24.4,87,18.0,62,17.0,1007.6,3.44,7.9,0.91,43200.0
1986-09-23,26.5,24.4,25.1,24.0,91,18.6,98,6.18,1007.9,1.48,15.3,0.48,315.68
1986-09-24,25.6,23.8,24.5,23.8,94,21.5,100,2.13,1006.2,0.77,65.1,0.26,0.0
1986-09-25,25.2,23.3,24.1,23.6,96,21.3,100,2.53,1003.4,0.73,56.5,0.23,0.0
1986-09-26,26.9,23.7,24.7,24.0,94,21.6,100,3.59,1001.2,1.0,108.6,0.44,750.31
1986-09-27,28.4,23.9,25.7,24.2,89,19.6,95,13.08,1005.8,2.71,6.6,0.92,33561.76
1986-09-28,28.0,24.1,25.1,24.3,94,13.0,99,8.23,1009.3,1.67,13.3,0.61,9440.56
1986-09-29,28.1,23.9,24.9,24.0,93,9.0,92,8.73,1006.5,1.8,18.2,0.78,11472.46
1986-09-30,28.8,23.6,25.2,24.1,92,8.5,91,9.65,1005.6,1.98,8.8,0.9,22054.18
1986-10-01,30.0,23.7,26.0,24.4,88,8.6,79,14.44,1007.1,2.98,4.3,1.27,36792.33
1986-10-02,29.2,24.1,26.1,24.6,89,8.3,79,13.13,1008.2,2.71,6.0,1.04,35363.47
1986-10-03,29.2,24.0,25.7,24.3,89,12.1,90,11.67,1009.5,2.43,8.3,1.1,26555.72
1986-10-04,29.2,24.1,25.4,24.3,92,15.8,98,9.83,1009.3,2.01,12.3,0.98,11359.48
1986-10-05,26.7,23.8,25.0,24.1,93,12.4,100,4.36,1008.3,1.07,31.3,0.54,0.0
1986-10-06,27.8,23.8,25.1,24.2,93,12.6,100,7.67,1007.3,1.62,17.7,0.56,2051.39
1986-10-07,28.3,24.1,25.5,24.4,92,21.6,100,8.78,1005.6,1.88,10.2,0.68,10302.6
1986-10-08,28.8,23.8,25.4,24.4,92,12.9,99,9.78,1003.8,2.05,14.4,0.75,18443.26
1986-10-09,29.1,22.5,25.4,23.2,84,12.2,50,16.94,1004.5,3.43,0.0,1.42,41802.05
1986-10-10,30.1,22.8,26.2,24.3,86,10.9,30,17.73,1006.6,3.62,1.2,1.33,40552.79
1986-10-11,30.0,23.7,26.3,24.5,87,8.7,41,15.34,1008.2,3.13,4.1,1.23,39300.7
1986-10-12,29.7,23.8,26.3,24.7,88,6.2,49,15.53,1010.3,3.15,0.9,1.26,40062.97
1986-10-13,30.5,22.9,26.4,24.3,85,7.0,18,17.49,1010.2,3.59,0.0,1.59,38693.51
1986-10-14,31.1,23.1,26.7,25.0,88,11.2,20,18.3,1009.0,3.72,1.6,1.37,39797.51
1986-10-15,31.7,25.4,27.2,25.5,87,15.2,16,18.46,1008.9,3.79,1.9,1.54,40330.63
1986-10-16,31.8,25.0,27.5,25.5,86,13.1,14,19.3,1008.8,4.0,1.0,1.79,39827.49
1986-10-17,32.0,24.7,27.6,25.0,82,12.2,8,19.57,1008.7,4.14,0.0,2.1,40082.81
1986-10-18,31.8,23.4,27.5,24.9,82,9.2,11,19.51,1010.3,3.97,0.0,1.91,39576.08
1986-10-19,31.4,23.2,26.9,24.3,82,7.2,10,18.96,1011.9,3.97,0.1,1.98,39575.35
1986-10-20,30.7,22.1,26.3,23.3,79,10.8,5,19.82,1011.9,4.16,0.0,1.99,39828.4
1986-10-21,29.9,20.9,25.3,22.2,79,10.9,5,19.52,1011.4,4.1,0.0,1.95,39826.65
1986-10-22,29.3,18.7,23.9,20.2,73,8.5,5,20.97,1010.9,4.31,0.0,2.12,39569.11
1986-10-23,29.7,20.0,24.6,21.0,75,9.9,13,19.0,1009.4,3.99,0.0,2.02,39565.7
1986-10-24,30.1,20.2,24.8,21.3,75,10.9,3,19.94,1009.2,4.2,0.0,2.06,39305.7
1986-10-25,29.9,20.0,24.6,21.1,75,9.5,10,18.44,1011.5,3.93,0.0,2.0,39300.48
1986-10-26,29.4,19.2,23.9,19.9,72,10.7,8,19.92,1011.4,4.23,0.0,2.2,39294.44
1986-10-27,29.1,18.7,23.6,19.5,71,8.7,42,19.78,1010.1,4.13,0.0,2.11,38592.6
1986-10-28,29.0,18.5,24.3,19.9,69,8.6,24,18.95,1009.5,3.86,0.0,2.1,39022.47
1986-10-29,29.4,17.9,23.9,20.2,74,8.7,12,19.81,1011.1,4.03,0.0,2.08,39013.5
1986-10-30,29.5,19.0,24.0,20.0,72,9.4,7,19.42,1011.5,4.07,0.0,2.16,39003.61
1986-10-31,30.0,18.5,24.3,20.4,73,8.7,63,19.27,1010.2,4.02,0.0,2.15,38263.41
1986-11-01,29.8,21.8,25.6,21.8,73,14.3,78,14.73,1009.6,3.33,0.0,2.04,38285.7
1986-11-02,29.4,22.3,25.4,22.7,81,9.0,89,12.13,1009.5,2.69,1.9,1.79,32028.73
1986-11-03,28.9,23.3,25.6,23.0,82,7.0,96,8.76,1009.5,2.05,0.6,1.57,24864.04
1986-11-04,27.2,23.3,24.5,22.8,87,9.5,84,8.03,1010.1,1.73,15.7,1.07,18859.54
1986-11-05,27.6,22.7,24.8,23.5,90,6.3,78,11.82,1009.7,2.35,11.2,0.83,32338.34
1986-11-06,29.3,22.2,25.0,23.5,89,5.6,58,13.0,1009.6,2.6,7.8,1.21,34679.67
1986-11-07,29.1,22.4,25.1,23.3,87,12.5,92,14.39,1009.0,2.9,3.3,1.18,34916.57
1986-11-08,24.6,23.0,23.5,22.9,95,20.1,100,1.83,1006.3,0.62,62.3,0.22,0.0
1986-11-09,25.7,21.7,23.5,22.5,92,20.4,91,2.98,1003.4,0.87,29.3,0.61,0.0
1986-11-10,27.6,19.2,23.1,20.8,83,9.1,43,15.47,1008.5,3.04,0.0,1.47,37968.2
1986-11-11,28.3,20.4,24.0,21.1,79,9.2,27,16.42,1009.8,3.35,0.1,1.88,36667.98
1986-11-12,28.5,19.3,23.5,20.2,76,8.1,4,18.1,1009.9,3.64,0.0,1.92,37751.06
1986-11-13,28.7,19.9,23.7,21.2,82,9.0,10,17.09,1010.7,3.41,0.0,1.73,37509.35
1986-11-14,27.6,19.0,23.0,20.4,81,8.7,9,16.21,1012.1,3.25,0.0,1.54,37533.16
1986-11-15,27.5,18.0,22.8,19.9,79,9.0,8,17.16,1012.4,3.45,0.0,1.69,37290.53
1986-11-16,27.3,18.3,23.2,19.6,74,8.2,14,16.09,1011.2,3.24,0.0,1.8,34409.5
1986-11-17,28.6,18.1,23.1,20.1,78,9.4,11,16.37,1010.2,3.34,0.0,1.87,37070.57
1986-11-18,28.6,19.5,23.8,20.8,78,8.4,22,14.63,1011.9,3.06,0.0,1.86,36826.07
1986-11-19,27.1,17.8,22.2,19.6,81,10.5,10,14.75,1013.8,2.98,0.0,1.58,36849.21
1986-11-20,27.0,16.8,21.5,18.2,75,9.2,4,16.93,1013.2,3.38,0.0,1.74,36872.37
1986-11-21,26.5,15.8,21.1,17.6,74,8.5,18,15.45,1013.3,3.1,0.0,1.75,36895.52
1986-11-22,26.4,16.1,21.4,17.9,74,8.5,18,14.67,1013.1,2.93,0.0,1.7,32870.33
1986-11-23,26.9,16.4,21.3,17.8,75,8.7,15,16.55,1013.1,3.23,0.0,1.87,36671.51
1986-11-24,26.6,16.8,22.3,18.4,72,6.9,43,13.83,1013.5,2.72,0.0,1.76,36423.49
1986-11-25,26.6,17.7,22.1,18.4,72,6.5,21,15.44,1014.5,3.02,0.0,1.84,36000.0
1986-11-26,26.9,17.9,22.1,18.7,75,8.1,14,15.94,1015.4,3.11,0.0,1.8,36195.94
1986-11-27,27.0,17.6,22.1,19.1,77,7.6,19,16.78,1015.8,3.23,0.0,1.69,36217.19
1986-11-28,27.2,18.0,22.3,19.1,77,8.0,12,16.37,1015.6,3.24,0.0,1.69,36000.0
1986-11-29,27.4,16.1,21.9,18.3,74,10.2,9,16.94,1015.6,3.47,0.0,1.9,36259.24
1986-11-30,27.4,16.1,21.2,17.7,75,12.8,35,16.63,1015.5,3.44,0.0,1.94,36007.77
1986-12-01,27.4,15.2,20.8,17.0,73,15.1,55,16.9,1015.3,3.6,0.0,2.01,36028.85
1986-12-02,26.5,15.9,20.5,16.1,67,14.4,89,15.65,1015.9,3.5,0.0,2.0,33786.04
1986-12-03,26.5,15.1,20.0,15.9,69,11.2,35,16.93,1015.5,3.56,0.0,1.86,36000.0
1986-12-04,26.4,13.9,19.8,16.3,74,9.2,0,16.88,1013.8,3.28,0.0,1.8,36092.58
1986-12-05,26.4,14.4,20.1,16.9,76,8.9,1,16.64,1012.3,3.17,0.0,1.73,36000.0
1986-12-06,26.7,15.5,20.7,17.4,76,8.7,5,16.38,1014.3,3.18,0.0,1.76,36000.0
1986-12-07,26.5,15.2,21.4,17.5,72,7.8,5,16.56,1015.3,3.27,0.0,1.83,36000.0
1986-12-08,26.2,15.9,20.9,17.3,74,8.0,8,16.14,1014.9,3.17,0.0,1.76,36000.0
1986-12-09,26.1,16.7,21.1,17.1,70,6.8,1,16.55,1014.4,3.21,0.0,1.86,36000.0
1986-12-10,25.0,17.0,20.4,17.4,77,7.6,33,10.82,1014.1,2.13,0.0,1.44,25200.0
1986-12-11,26.9,15.2,20.6,17.1,75,8.2,26,15.97,1012.6,3.11,0.0,1.96,36000.0
1986-12-12,27.5,16.0,21.5,18.4,78,9.7,5,14.91,1012.1,3.05,0.0,1.91,36000.0
1986-12-13,27.4,17.2,22.3,19.4,80,8.1,12,14.22,1013.6,2.88,0.0,1.69,36000.0
1986-12-14,25.7,18.8,22.0,20.0,85,6.9,63,7.0,1014.0,1.51,0.2,1.11,24170.84
1986-12-15,26.3,18.1,22.0,19.3,80,10.7,26,13.98,1013.9,2.82,0.0,1.39,36000.0
1986-12-16,26.7,16.0,21.3,17.6,73,7.6,9,15.47,1014.5,3.03,0.0,1.89,36000.0
1986-12-17,25.9,17.8,21.3,17.8,73,8.9,58,10.58,1015.4,2.34,0.0,1.68,35401.99
1986-12-18,27.1,17.9,22.0,18.1,71,8.7,39,13.59,1015.9,2.81,0.0,1.75,35457.7
1986-12-19,27.3,17.9,22.1,18.5,73,8.4,31,13.11,1016.9,2.76,0.0,1.67,36000.0
1986-12-20,25.0,17.9,20.8,17.8,77,14.5,44,9.28,1017.1,2.24,0.0,1.42,31299.04
1986-12-21,24.3,16.2,20.1,16.4,72,11.9,43,9.84,1018.2,2.39,0.0,1.42,29688.47
1986-12-22,23.7,13.6,18.1,13.9,67,10.1,9,16.28,1017.1,3.19,0.0,1.67,36124.63
1986-12-23,24.4,12.2,17.9,13.9,69,9.3,1,16.33,1015.6,3.15,0.0,1.68,36109.19
1986-12-24,25.4,12.3,18.7,14.5,68,8.3,13,16.33,1015.5,3.26,0.0,1.85,36093.1
1986-12-25,25.3,14.6,19.9,15.5,67,9.0,63,12.1,1015.3,2.75,0.0,1.81,30260.53
1986-12-26,25.8,14.7,19.9,15.4,66,12.8,31,16.07,1015.8,3.42,0.0,1.89,36059.13
1986-12-27,26.1,14.0,19.9,15.1,63,10.2,70,16.35,1016.9,3.47,0.0,2.02,36041.36
1986-12-28,23.8,15.3,19.1,15.5,71,11.8,89,9.53,1017.0,2.36,0.0,1.44,18020.94
1986-12-29,24.0,12.8,18.5,14.5,69,11.0,7,15.58,1014.9,3.17,0.0,1.63,36281.38
1986-12-30,23.6,11.7,17.6,13.2,66,9.7,0,16.81,1013.7,3.32,0.0,1.81,36539.08
1986-12-31,23.8,11.4,17.3,12.3,61,15.5,0,16.82,1014.8,3.58,0.0,2.03,36796.24
1987-01-01,22.6,10.4,16.4,11.3,58,11.0,0,17.14,1014.5,3.44,0.0,1.87,36776.28
1987-01-02,23.1,9.9,16.3,11.5,62,10.0,0,17.08,1013.7,3.39,0.0,1.87,37032.46
1987-01-03,23.7,9.9,16.3,11.2,60,13.9,0,17.26,1015.5,3.61,0.0,2.06,37011.91
1987-01-04,23.4,9.7,16.4,11.9,64,11.0,0,17.05,1015.6,3.35,0.0,1.79,36991.17
1987-01-05,24.2,10.5,17.3,12.9,65,9.9,0,17.1,1014.7,3.37,0.0,1.82,37246.16
1987-01-06,25.5,11.3,18.1,13.8,67,10.0,0,17.13,1015.3,3.45,0.0,1.99,37225.05
1987-01-07,25.6,12.3,19.2,15.1,69,8.4,24,15.08,1016.0,2.81,0.0,1.8,36377.73
1987-01-08,26.2,12.2,19.2,15.3,71,8.7,0,16.95,1014.2,3.24,0.0,1.99,37457.26
1987-01-09,26.2,12.8,19.7,15.4,68,8.9,1,17.08,1014.1,3.3,0.0,2.0,37709.58
1987-01-10,26.8,13.4,20.0,15.7,68,9.9,10,16.82,1015.6,3.47,0.0,2.15,37411.71
1987-01-11,27.7,15.3,21.5,17.3,69,9.7,39,15.47,1015.6,3.19,0.0,2.12,36839.74
1987-01-12,25.7,16.7,20.7,16.9,71,16.2,44,12.54,1016.5,2.87,3.6,1.65,30438.29
1987-01-13,26.8,14.5,20.5,16.5,71,10.6,7,17.09,1016.7,3.5,0.0,2.02,38160.95
1987-01-14,26.7,14.2,20.6,16.3,68,11.1,8,16.03,1015.3,3.39,0.0,2.06,38135.36
1987-01-15,26.1,16.0,20.7,16.6,69,11.4,27,13.69,1015.8,3.05,0.0,1.8,31011.02
1987-01-16,25.5,13.6,19.2,14.3,63,10.8,0,18.04,1016.8,3.77,0.0,2.19,38373.93
1987-01-17,26.0,12.0,19.0,14.2,64,9.7,3,17.89,1016.1,3.66,0.0,2.17,38417.36
1987-01-18,27.0,14.9,20.7,15.5,62,10.8,33,17.41,1014.3,3.74,0.0,2.28,38460.83
1987-01-19,26.8,15.9,20.5,16.3,68,13.5,21,16.27,1015.6,3.57,0.0,1.93,38504.24
1987-01-20,24.8,14.6,19.3,14.6,63,12.8,5,17.36,1014.8,3.68,0.0,1.71,38547.53
1987-01-21,23.4,12.7,17.7,12.5,58,13.1,23,18.09,1014.5,3.76,0.0,1.82,38221.7
1987-01-22,23.9,12.0,17.6,13.4,67,12.2,21,17.7,1015.0,3.48,0.0,1.71,38633.38
1987-01-23,25.3,12.8,18.6,13.9,64,11.5,22,18.1,1015.5,3.72,0.0,1.95,38675.79
1987-01-24,24.8,11.7,17.8,12.7,60,13.0,0,19.04,1014.7,3.97,0.0,2.08,38717.74
1987-01-25,24.6,10.8,17.5,12.4,60,11.4,0,19.13,1014.8,3.92,0.0,2.0,38759.17
1987-01-26,24.9,10.9,17.8,12.6,60,10.7,0,19.14,1015.2,3.88,0.0,2.12,38799.97
1987-01-27,25.8,10.9,18.6,13.3,59,10.5,0,18.9,1016.4,3.88,0.0,2.14,38840.18
1987-01-28,26.7,11.5,19.9,13.9,56,8.3,0,18.87,1016.1,3.78,0.0,2.37,38880.24
1987-01-29,26.8,13.0,19.9,15.3,66,9.6,6,17.83,1015.3,3.47,0.0,2.2,38920.2
1987-01-30,27.2,14.8,21.0,15.9,63,8.6,10,18.45,1016.6,3.67,0.0,2.3,38960.04
1987-01-31,27.9,15.6,21.6,16.2,62,7.3,1,19.0,1016.5,3.73,0.0,2.43,38999.72
1987-02-01,28.0,16.6,21.7,16.2,61,8.3,30,18.65,1014.9,3.88,0.0,2.49,39039.21
1987-02-02,28.7,14.7,21.6,15.9,60,11.9,34,18.33,1015.1,4.24,0.0,2.72,39078.48
1987-02-03,25.5,15.3,20.1,16.7,74,10.8,51,9.48,1015.0,2.25,0.0,1.71,26074.86
1987-02-04,27.4,14.0,20.7,16.4,69,9.9,16,18.77,1014.4,3.87,0.0,2.21,39156.22
1987-02-05,26.2,15.5,20.4,15.6,64,11.0,7,18.72,1015.5,4.03,0.0,2.24,39194.64
1987-02-06,26.7,13.6,20.1,15.0,62,10.2,0,19.78,1016.9,4.17,0.0,2.25,39232.72
1987-02-07,27.2,14.0,20.5,15.1,61,9.9,0,20.01,1016.1,4.31,0.0,2.44,39270.42
1987-02-08,27.5,13.2,20.7,14.7,57,9.0,0,20.34,1014.6,4.17,0.0,2.64,39307.73
1987-02-09,27.5,14.5,21.2,15.7,60,7.4,11,19.45,1013.4,3.77,0.0,2.44,39344.61
1987-02-10,27.1,15.9,21.1,16.0,63,10.8,13,16.51,1012.8,3.78,0.0,2.32,39381.04
1987-02-11,28.0,14.4,21.3,14.8,54,9.0,0,20.45,1014.0,4.53,0.0,2.65,39417.0
1987-02-12,28.4,15.3,21.9,15.9,57,9.8,0,20.35,1013.7,4.19,0.0,2.68,39452.44
1987-02-13,29.0,15.2,22.1,16.6,62,9.3,0,20.41,1013.8,3.96,0.0,2.7,39487.36
1987-02-14,29.7,15.9,22.7,17.5,65,9.0,0,20.47,1013.7,4.13,0.0,2.75,39521.73
1987-02-15,29.8,16.7,23.0,18.0,66,8.8,0,20.57,1012.6,4.27,0.0,2.76,39555.52
1987-02-16,29.6,16.2,23.1,18.2,66,8.3,1,20.34,1012.4,4.13,0.0,2.66,39588.72
1987-02-17,29.9,17.2,23.8,18.7,66,10.3,3,20.26,1012.1,4.22,0.0,2.59,39600.0
1987-02-18,30.3,17.8,24.2,18.6,62,7.4,13,20.23,1012.9,4.37,0.0,2.72,39461.25
1987-02-19,29.9,17.7,24.0,18.4,61,8.6,3,20.25,1013.9,4.49,0.0,2.64,39600.0
1987-02-20,31.0,16.2,24.3,16.9,51,10.5,0,21.42,1014.4,4.96,0.0,3.44,39600.0
1987-02-21,31.9,16.2,24.1,17.1,55,8.2,0,21.38,1013.6,4.8,0.0,3.63,39600.0
1987-02-22,32.1,18.1,25.1,18.9,60,9.7,2,20.85,1012.9,4.86,0.0,3.31,39600.0
1987-02-23,32.7,19.0,26.0,19.2,56,11.0,1,21.16,1012.8,5.08,0.0,3.58,39600.0
1987-02-24,32.4,18.5,26.0,18.9,55,7.9,1,20.74,1012.8,4.77,0.0,3.42,39600.0
1987-02-25,33.2,18.4,26.0,18.9,56,9.8,2,21.55,1011.9,4.89,0.0,3.71,39629.51
1987-02-26,33.7,20.2,27.1,19.9,55,9.8,6,21.07,1010.8,4.9,0.0,3.77,39604.41
1987-02-27,29.1,21.5,25.0,20.3,67,11.7,32,18.21,1012.4,4.02,0.0,2.26,39600.0
1987-02-28,28.8,20.2,24.4,19.5,65,7.6,28,17.74,1012.5,3.8,0.0,2.14,39600.0
1987-03-01,28.6,19.5,23.5,19.8,74,8.2,36,18.49,1013.8,3.73,1.5,2.08,37770.2
1987-03-02,29.6,19.4,23.5,19.3,71,10.2,32,18.54,1014.6,3.83,1.2,2.45,39753.02
1987-03-03,29.0,17.1,23.2,17.9,64,8.9,23,17.73,1013.6,3.76,0.0,2.69,39726.54
1987-03-04,29.2,19.0,23.0,19.4,75,7.7,35,19.14,1013.0,3.87,9.8,2.44,39194.06
1987-03-05,28.7,17.2,23.4,18.7,68,7.3,11,20.63,1014.0,4.13,0.0,2.34,40175.2
1987-03-06,30.5,18.0,24.5,19.5,67,10.0,32,21.84,1013.2,4.5,0.0,2.85,40148.11
1987-03-07,31.6,20.8,25.5,20.3,66,15.3,26,20.98,1009.3,5.24,0.0,3.08,39870.56
1987-03-08,32.9,21.5,26.1,21.4,69,19.1,8,22.39,1007.1,5.58,1.2,3.26,40594.84
1987-03-09,32.5,21.3,26.1,21.8,72,18.0,45,20.99,1006.9,5.12,0.6,3.0,35633.39
1987-03-10,32.0,21.2,26.2,20.9,66,12.1,48,21.73,1007.4,4.96,0.2,3.08,36939.48
1987-03-11,31.7,22.7,26.3,21.1,66,14.0,90,18.73,1006.4,4.86,0.2,3.15,32400.0
1987-03-12,28.3,20.4,23.9,19.5,69,13.3,40,19.54,1006.6,4.19,3.2,2.14,39983.29
1987-03-13,29.8,18.4,24.0,19.5,69,7.6,11,21.63,1008.9,4.57,0.0,2.43,40953.2
1987-03-14,31.1,19.9,25.2,20.1,66,10.5,9,20.11,1010.2,4.58,0.0,2.94,41173.49
1987-03-15,33.0,20.6,26.2,19.5,59,15.0,12,23.68,1009.2,5.89,0.0,3.89,41393.47
1987-03-16,34.1,19.9,27.0,20.3,60,13.7,8,23.68,1007.0,5.85,0.0,4.12,41862.5
1987-03-17,36.3,22.3,28.8,21.4,56,13.0,7,23.07,1004.4,6.07,0.2,4.66,42081.97
1987-03-18,36.0,23.5,29.3,21.2,53,17.0,1,23.85,1004.9,6.52,0.0,4.71,42052.19
1987-03-19,35.7,20.6,28.3,19.5,50,13.6,0,24.59,1006.2,6.11,0.0,4.86,42228.96
1987-03-20,36.0,22.5,27.7,22.5,68,18.4,19,22.29,1006.5,5.82,4.9,4.31,41992.98
1987-03-21,35.1,23.7,28.4,22.0,62,13.8,2,23.91,1007.0,5.74,0.0,4.46,41963.67
1987-03-22,35.5,22.8,28.4,21.8,61,13.9,14,23.8,1008.8,5.86,0.0,4.52,42403.05
1987-03-23,35.9,22.1,28.9,21.1,55,13.8,2,24.63,1008.2,6.39,0.0,4.67,42460.87
1987-03-24,36.5,22.7,29.1,19.8,46,17.6,0,25.32,1006.7,7.35,0.0,4.96,42518.44
1987-03-25,36.6,19.4,28.4,18.1,40,11.6,0,25.54,1007.5,6.82,0.0,5.02,42575.69
1987-03-26,38.1,21.8,29.7,19.8,44,13.6,3,25.61,1007.6,7.14,0.0,5.7,42632.51
1987-03-27,36.8,21.6,29.4,20.5,48,10.5,56,21.46,1006.9,5.87,0.0,4.86,35864.97
1987-03-28,37.4,23.0,29.6,21.6,54,15.8,6,23.04,1007.2,6.85,0.0,5.3,42744.55
1987-03-29,36.2,23.5,29.0,23.1,64,16.9,9,24.57,1008.5,6.61,0.0,3.99,42800.21
1987-03-30,35.4,23.8,28.9,23.9,69,15.5,26,23.52,1008.0,6.01,0.0,3.55,42856.25
1987-03-31,36.5,24.4,29.5,24.0,67,16.3,35,24.62,1007.7,5.96,0.0,4.36,42912.6
1987-04-01,37.0,24.3,29.6,24.5,70,17.2,6,25.31,1005.7,6.45,0.0,4.35,42969.19
1987-04-02,37.4,24.6,30.2,24.8,68,18.0,3,25.05,1004.2,6.35,0.0,4.22,43025.92
1987-04-03,38.9,25.4,30.9,25.0,65,18.8,41,24.55,1002.5,6.46,0.1,4.94,43082.73
1987-04-04,38.6,25.8,31.4,24.2,59,16.9,12,25.04,1003.1,6.48,0.5,5.02,43139.54
1987-04-05,38.9,25.3,31.3,24.6,63,15.3,3,25.69,1003.2,6.36,0.0,5.41,43196.26
1987-04-06,38.6,25.1,31.3,22.9,55,12.0,0,26.22,1003.4,6.67,0.0,5.64,43200.0
1987-04-07,38.1,23.8,30.8,21.8,52,14.0,0,26.76,1003.3,7.18,0.0,5.71,43200.0
1987-04-08,38.0,24.4,30.2,24.7,67,20.2,21,24.94,1002.0,6.79,0.0,4.65,43200.0
1987-04-09,35.2,26.6,30.0,26.1,74,24.9,55,19.5,1001.8,5.53,0.0,2.86,43200.0
1987-04-10,38.6,27.0,31.3,25.9,67,15.3,33,23.03,1000.4,5.74,1.2,4.43,43200.0
1987-04-11,36.9,26.6,31.6,24.7,60,14.3,22,23.72,1001.9,5.84,0.0,4.44,43200.0
1987-04-12,36.4,26.4,30.3,25.6,70,14.0,25,23.14,1004.4,5.72,1.4,3.66,43200.0
1987-04-13,36.2,25.6,30.2,26.2,75,14.8,18,23.45,1005.0,5.71,0.6,3.4,43200.0
1987-04-14,35.8,26.9,30.0,26.1,75,14.7,41,21.99,1007.1,5.27,4.6,3.12,40376.68
1987-04-15,36.5,26.3,30.4,24.9,68,14.4,60,23.72,1008.6,5.88,0.0,4.39,42262.92
1987-04-16,38.1,24.4,30.3,23.9,63,13.7,13,25.71,1009.3,6.57,0.0,5.25,43200.0
1987-04-17,38.1,23.7,30.3,23.5,60,15.1,36,25.94,1009.2,7.08,0.0,4.99,43200.0
1987-04-18,37.6,24.3,30.4,24.1,63,17.7,43,25.0,1007.5,6.8,1.5,4.39,43200.0
1987-04-19,37.4,24.6,30.3,24.2,63,20.0,42,26.05,1007.2,6.8,0.0,4.32,42960.01
1987-04-20,36.6,24.6,29.8,24.3,67,13.0,59,25.52,1007.5,6.38,0.4,4.09,43200.0
1987-04-21,36.1,23.9,29.2,24.1,69,16.0,36,26.01,1007.7,6.46,0.0,3.95,41791.65
1987-04-22,35.0,25.2,29.4,24.5,68,20.2,44,24.51,1007.3,6.43,0.0,3.14,43200.0
1987-04-23,34.7,26.7,29.7,25.0,69,27.8,46,19.81,1006.0,6.03,0.0,2.89,41069.12
1987-04-24,36.1,27.0,30.4,25.6,69,31.9,44,20.37,1004.2,6.24,0.4,3.17,42429.66
1987-04-25,34.2,27.4,30.0,26.0,74,26.5,60,18.7,1003.3,5.38,1.0,2.48,34840.7
1987-04-26,29.4,22.9,26.3,24.4,87,19.8,73,13.79,1007.3,2.89,51.8,1.14,31201.08
